temp_c,condition,wind_kph,pressure_mb,humidity,feelslike_c,windchill_c,heatindex_c,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,state,city
30.6,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",13.4,1004.0,66.0,35.4,30.6,35.4,0.0,21.0,0.0,0.0,9.3,5.0,14.3,23.0,Uttar Pradesh,Lucknow
29.4,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",11.9,1004.0,71.0,33.8,29.4,33.8,0.0,0.0,0.0,0.0,9.0,5.0,14.5,23.4,Uttar Pradesh,Lucknow
28.4,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",12.4,1004.0,75.0,32.5,28.4,32.5,0.0,21.0,0.0,0.0,9.3,5.0,15.3,24.6,Uttar Pradesh,Lucknow
27.5,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",12.8,1005.0,80.0,31.1,27.5,31.1,1.0,80.0,0.0,0.0,9.7,6.0,16.0,25.8,Uttar Pradesh,Lucknow
26.5,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",13.3,1006.0,84.0,29.8,26.5,29.8,0.0,0.0,0.0,0.0,10.0,6.0,16.8,27.0,Uttar Pradesh,Lucknow
26.2,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",14.5,1005.0,86.0,29.5,26.2,29.5,1.0,80.0,0.0,0.0,10.0,6.0,16.9,27.2,Uttar Pradesh,Lucknow
26.0,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",15.7,1004.0,87.0,29.1,26.0,29.1,1.0,80.0,0.0,0.0,10.0,6.0,17.1,27.5,Uttar Pradesh,Lucknow
30.7,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",6.1,1005.0,32.0,30.0,30.7,30.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,9.7,Uttar Pradesh,Noida
30.5,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",7.3,1005.0,33.0,29.8,30.5,29.8,0.0,1.0,0.0,0.0,10.0,6.0,7.0,11.3,Uttar Pradesh,Noida
30.2,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",8.5,1005.0,34.0,29.7,30.2,29.7,0.0,1.0,0.0,0.0,10.0,6.0,8.0,12.8,Uttar Pradesh,Noida
30.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.7,1005.0,35.0,29.5,30.0,29.5,0.0,0.0,0.0,0.0,10.0,6.0,8.9,14.4,Uttar Pradesh,Noida
29.7,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.8,1006.0,36.0,29.3,29.7,29.3,0.0,1.0,0.0,0.0,10.0,6.0,8.9,14.4,Uttar Pradesh,Noida
29.4,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.0,1007.0,38.0,29.1,29.4,29.1,0.0,1.0,0.0,0.0,10.0,6.0,8.9,14.4,Uttar Pradesh,Noida
29.1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.1,1008.0,39.0,28.9,29.1,28.9,0.0,0.0,0.0,0.0,10.0,6.0,8.9,14.4,Uttar Pradesh,Noida
28.2,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",10.6,1008.0,45.0,28.4,28.2,28.4,0.0,1.0,0.0,0.0,10.0,6.0,9.2,14.8,Uttar Pradesh,Noida
27.4,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",11.0,1009.0,50.0,28.0,27.4,28.0,0.0,1.0,0.0,0.0,10.0,6.0,9.4,15.1,Uttar Pradesh,Noida
26.5,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",11.5,1010.0,56.0,27.5,26.5,27.5,0.0,0.0,0.0,0.0,10.0,6.0,9.6,15.5,Uttar Pradesh,Noida
27.5,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",12.1,1009.0,54.0,28.6,27.5,28.6,0.0,1.0,0.0,0.0,10.0,6.0,9.6,15.5,Uttar Pradesh,Noida
28.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",12.7,1009.0,52.0,29.8,28.6,29.8,0.0,1.0,0.0,0.0,10.0,6.0,9.6,15.5,Uttar Pradesh,Noida
29.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",13.3,1008.0,50.0,30.9,29.6,30.9,0.0,0.0,0.0,0.0,10.0,6.0,9.6,15.5,Uttar Pradesh,Noida
29.1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",13.1,1008.0,51.0,30.3,29.1,30.3,0.0,1.0,0.0,0.0,10.0,6.0,9.4,15.1,Uttar Pradesh,Noida
28.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",12.8,1007.0,52.0,29.7,28.6,29.7,0.0,1.0,0.0,0.0,10.0,6.0,9.2,14.8,Uttar Pradesh,Noida
28.1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",12.6,1007.0,52.0,29.1,28.1,29.1,0.0,0.0,0.0,0.0,10.0,6.0,8.9,14.4,Uttar Pradesh,Noida
27.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",13.4,1007.0,54.0,28.6,27.6,28.6,0.0,1.0,0.0,0.0,10.0,6.0,9.9,16.0,Uttar Pradesh,Noida
27.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",14.3,1007.0,55.0,28.0,27.0,28.0,0.0,1.0,0.0,0.0,10.0,6.0,10.9,17.5,Uttar Pradesh,Noida
26.5,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",15.1,1007.0,56.0,27.5,26.5,27.5,0.0,0.0,0.0,0.0,10.0,6.0,11.9,19.1,Uttar Pradesh,Noida
25.9,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",13.7,1008.0,60.0,27.1,25.9,27.1,0.0,1.0,0.0,0.0,10.0,6.0,10.7,17.2,Uttar Pradesh,Noida
25.3,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",12.2,1008.0,64.0,26.6,25.3,26.6,0.0,1.0,0.0,0.0,10.0,6.0,9.5,15.2,Uttar Pradesh,Noida
24.7,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.8,1009.0,68.0,26.2,24.7,26.2,0.0,0.0,0.0,0.0,10.0,6.0,8.3,13.3,Uttar Pradesh,Noida
23.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",12.4,1008.0,73.0,25.6,23.6,25.6,0.0,1.0,0.0,0.0,9.0,5.0,9.6,15.5,Uttar Pradesh,Noida
22.5,"{'text': 'Moderate rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/302.png', 'code': 1189}",13.9,1008.0,79.0,24.9,22.5,24.9,0.0,63.0,0.0,0.0,8.0,4.0,11.0,17.6,Uttar Pradesh,Noida
27.1,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.4,1005.0,80.0,30.4,27.1,30.4,0.0,0.0,0.0,0.0,10.0,6.0,11.6,18.7,Uttar Pradesh,Varanasi
26.5,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.2,1005.0,83.0,29.7,26.5,29.7,0.0,0.0,0.0,0.0,9.7,6.0,11.5,18.5,Uttar Pradesh,Varanasi
25.9,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",9.1,1004.0,86.0,28.9,25.9,28.9,0.0,21.0,0.0,0.0,9.3,5.0,11.3,18.2,Uttar Pradesh,Varanasi
25.3,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",9.0,1004.0,89.0,28.2,25.3,28.2,0.0,0.0,0.0,0.0,9.0,5.0,11.2,18.0,Uttar Pradesh,Varanasi
25.1,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",8.8,1005.0,91.0,28.0,25.1,28.0,0.0,21.0,0.0,0.0,9.0,5.0,10.6,17.0,Uttar Pradesh,Varanasi
25.0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",8.5,1005.0,92.0,27.8,25.0,27.8,0.0,21.0,0.0,0.0,9.0,5.0,10.0,16.1,Uttar Pradesh,Varanasi
24.8,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",8.3,1006.0,93.0,27.6,24.8,27.6,0.0,0.0,0.0,0.0,9.0,5.0,9.4,15.1,Uttar Pradesh,Varanasi
26.4,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",10.6,1006.0,87.0,30.1,26.4,30.1,0.0,21.0,0.0,0.0,9.0,5.0,10.8,17.4,Uttar Pradesh,Varanasi
28.0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",12.8,1007.0,81.0,32.7,28.0,32.7,0.0,21.0,0.0,0.0,9.0,5.0,12.2,19.7,Uttar Pradesh,Varanasi
29.6,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",15.1,1008.0,75.0,35.2,29.6,35.2,0.0,0.0,0.0,0.0,9.0,5.0,13.6,22.0,Uttar Pradesh,Varanasi
30.1,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",16.3,1007.0,73.0,35.9,30.1,35.9,0.0,21.0,0.0,0.0,9.0,5.0,14.1,22.7,Uttar Pradesh,Varanasi
30.6,"{'text': 'Thundery outbreaks possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/200.png', 'code': 1087}",17.5,1006.0,71.0,36.7,30.6,36.7,0.0,29.0,0.0,0.0,9.0,5.0,14.5,23.4,Uttar Pradesh,Varanasi
31.1,"{'text': 'Thundery outbreaks possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/200.png', 'code': 1087}",18.7,1005.0,69.0,37.4,31.1,37.4,0.0,0.0,0.0,0.0,9.0,5.0,15.0,24.1,Uttar Pradesh,Varanasi
30.3,"{'text': 'Thundery outbreaks possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/200.png', 'code': 1087}",16.9,1004.0,73.0,36.4,30.3,36.4,0.0,29.0,0.0,0.0,9.0,5.0,13.9,22.4,Uttar Pradesh,Varanasi
29.6,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",15.1,1004.0,77.0,35.5,29.6,35.5,0.0,21.0,0.0,0.0,9.0,5.0,12.9,20.8,Uttar Pradesh,Varanasi
28.8,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",13.3,1003.0,82.0,34.5,28.8,34.5,0.0,0.0,0.0,0.0,9.0,5.0,11.9,19.1,Uttar Pradesh,Varanasi
28.2,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",13.1,1004.0,83.0,33.3,28.2,33.3,0.0,21.0,0.0,0.0,9.0,5.0,12.8,20.5,Uttar Pradesh,Varanasi
27.7,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",12.8,1004.0,83.0,32.2,27.7,32.2,0.0,21.0,0.0,0.0,9.0,5.0,13.6,22.0,Uttar Pradesh,Varanasi
27.1,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",12.6,1005.0,84.0,31.0,27.1,31.0,0.0,0.0,0.0,0.0,9.0,5.0,14.5,23.4,Uttar Pradesh,Varanasi
26.9,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",11.3,1005.0,84.0,30.6,26.9,30.6,0.0,21.0,0.0,0.0,9.3,5.0,13.1,21.1,Uttar Pradesh,Varanasi
26.7,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",10.0,1005.0,84.0,30.1,26.7,30.1,0.0,21.0,0.0,0.0,9.7,6.0,11.7,18.8,Uttar Pradesh,Varanasi
26.5,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",8.6,1006.0,83.0,29.7,26.5,29.7,0.0,0.0,0.0,0.0,10.0,6.0,10.3,16.6,Uttar Pradesh,Varanasi
26.1,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",12.1,1005.0,85.0,29.1,26.1,29.1,0.0,21.0,0.0,0.0,10.0,6.0,13.9,22.3,Uttar Pradesh,Varanasi
25.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",15.6,1005.0,86.0,28.5,25.6,28.5,0.0,1.0,0.0,0.0,10.0,6.0,17.4,28.1,Uttar Pradesh,Varanasi
28.0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.4,1005.0,72.0,31.2,28.0,31.2,0.0,0.0,0.0,0.0,10.0,6.0,11.9,19.1,Uttar Pradesh,Allahabad
27.8,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.4,1005.0,74.0,31.0,27.8,31.0,0.0,0.0,0.0,0.0,10.0,6.0,11.7,18.8,Uttar Pradesh,Allahabad
27.6,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",10.4,1004.0,75.0,30.8,27.6,30.8,0.0,21.0,0.0,0.0,10.0,6.0,11.6,18.6,Uttar Pradesh,Allahabad
27.4,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",10.4,1004.0,76.0,30.6,27.4,30.6,0.0,0.0,0.0,0.0,10.0,6.0,11.4,18.4,Uttar Pradesh,Allahabad
27.0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",10.4,1005.0,79.0,30.1,27.0,30.1,0.0,21.0,0.0,0.0,10.0,6.0,11.4,18.4,Uttar Pradesh,Allahabad
26.5,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.4,1005.0,82.0,29.6,26.5,29.6,0.0,0.0,0.0,0.0,10.0,6.0,11.4,18.4,Uttar Pradesh,Allahabad
26.1,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.4,1006.0,85.0,29.1,26.1,29.1,0.0,0.0,0.0,0.0,10.0,6.0,11.4,18.4,Uttar Pradesh,Allahabad
27.4,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",12.1,1006.0,79.0,31.0,27.4,31.0,0.0,0.0,0.0,0.0,10.0,6.0,11.3,18.2,Uttar Pradesh,Allahabad
28.7,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.8,1007.0,74.0,32.8,28.7,32.8,0.0,0.0,0.0,0.0,10.0,6.0,11.3,18.1,Uttar Pradesh,Allahabad
30.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",15.5,1007.0,69.0,34.7,30.0,34.7,0.0,0.0,0.0,0.0,10.0,6.0,11.2,18.0,Uttar Pradesh,Allahabad
31.6,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",16.3,1006.0,64.0,37.3,31.6,37.3,0.0,0.0,0.0,0.0,10.0,6.0,11.8,19.0,Uttar Pradesh,Allahabad
33.2,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",17.2,1005.0,59.0,39.8,33.2,39.8,0.0,0.0,0.0,0.0,10.0,6.0,12.4,19.9,Uttar Pradesh,Allahabad
34.8,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",18.0,1005.0,55.0,42.4,34.8,42.4,0.0,0.0,0.0,0.0,10.0,6.0,13.0,20.9,Uttar Pradesh,Allahabad
34.5,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",19.0,1004.0,55.0,41.6,34.5,41.6,0.0,0.0,0.0,0.0,9.7,6.0,13.9,22.4,Uttar Pradesh,Allahabad
34.1,"{'text': 'Thundery outbreaks possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/200.png', 'code': 1087}",19.9,1003.0,55.0,40.7,34.1,40.7,0.0,29.0,0.0,0.0,9.3,5.0,14.9,24.0,Uttar Pradesh,Allahabad
33.8,"{'text': 'Thundery outbreaks possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/200.png', 'code': 1087}",20.9,1002.0,55.0,39.9,33.8,39.9,0.0,0.0,0.0,0.0,9.0,5.0,15.9,25.6,Uttar Pradesh,Allahabad
32.2,"{'text': 'Thundery outbreaks possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/200.png', 'code': 1087}",19.8,1003.0,60.0,37.6,32.2,37.6,0.0,29.0,0.0,0.0,9.3,5.0,16.2,26.0,Uttar Pradesh,Allahabad
30.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",18.7,1003.0,65.0,35.3,30.6,35.3,0.0,1.0,0.0,0.0,9.7,6.0,16.5,26.5,Uttar Pradesh,Allahabad
29.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",17.6,1004.0,71.0,33.0,29.0,33.0,0.0,0.0,0.0,0.0,10.0,6.0,16.8,27.0,Uttar Pradesh,Allahabad
28.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",16.9,1004.0,73.0,32.5,28.6,32.5,0.0,1.0,0.0,0.0,10.0,6.0,15.9,25.6,Uttar Pradesh,Allahabad
28.3,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",16.2,1005.0,75.0,32.1,28.3,32.1,0.0,1.0,0.0,0.0,10.0,6.0,15.0,24.1,Uttar Pradesh,Allahabad
27.9,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",15.5,1005.0,77.0,31.6,27.9,31.6,0.0,0.0,0.0,0.0,10.0,6.0,14.1,22.7,Uttar Pradesh,Allahabad
27.4,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",15.5,1004.0,79.0,31.0,27.4,31.0,0.0,1.0,0.0,0.0,10.0,6.0,14.3,23.0,Uttar Pradesh,Allahabad
26.9,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",15.5,1004.0,82.0,30.3,26.9,30.3,0.0,21.0,0.0,0.0,10.0,6.0,14.5,23.4,Uttar Pradesh,Allahabad
30.3,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",2.5,1005.0,35.0,29.9,30.3,29.9,0.0,0.0,0.0,0.0,10.0,6.0,2.7,4.3,Uttar Pradesh,Agra
29.8,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",6.2,1005.0,38.0,29.6,29.8,29.6,0.0,1.0,0.0,0.0,10.0,6.0,6.6,10.7,Uttar Pradesh,Agra
29.3,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.0,1005.0,40.0,29.3,29.3,29.3,0.0,0.0,0.0,0.0,10.0,6.0,10.6,17.0,Uttar Pradesh,Agra
28.8,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",13.7,1005.0,43.0,29.0,28.8,29.0,0.0,0.0,0.0,0.0,10.0,6.0,14.5,23.4,Uttar Pradesh,Agra
28.5,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",13.2,1005.0,44.0,28.8,28.5,28.8,0.0,0.0,0.0,0.0,10.0,6.0,14.0,22.6,Uttar Pradesh,Agra
28.3,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",12.7,1006.0,45.0,28.6,28.3,28.6,0.0,1.0,0.0,0.0,10.0,6.0,13.5,21.7,Uttar Pradesh,Agra
28.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",12.2,1007.0,46.0,28.4,28.0,28.4,0.0,0.0,0.0,0.0,10.0,6.0,13.0,20.9,Uttar Pradesh,Agra
29.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",15.1,1007.0,44.0,29.4,29.0,29.4,0.0,1.0,0.0,0.0,10.0,6.0,13.6,22.0,Uttar Pradesh,Agra
30.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",18.0,1008.0,42.0,30.4,30.0,30.4,0.0,1.0,0.0,0.0,10.0,6.0,14.3,23.0,Uttar Pradesh,Agra
31.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",20.9,1008.0,40.0,31.4,31.0,31.4,0.0,0.0,0.0,0.0,10.0,6.0,15.0,24.1,Uttar Pradesh,Agra
31.5,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",19.9,1008.0,41.0,32.3,31.5,32.3,0.0,1.0,0.0,0.0,10.0,6.0,14.3,23.0,Uttar Pradesh,Agra
32.1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",19.0,1007.0,41.0,33.3,32.1,33.3,0.0,1.0,0.0,0.0,10.0,6.0,13.6,22.0,Uttar Pradesh,Agra
32.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",18.0,1006.0,42.0,34.2,32.6,34.2,0.0,0.0,0.0,0.0,10.0,6.0,13.0,20.9,Uttar Pradesh,Agra
32.1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/116.png', 'code': 1003}",18.1,1006.0,44.0,33.8,32.1,33.8,0.0,1.0,0.0,0.0,9.7,6.0,13.8,22.2,Uttar Pradesh,Agra
31.6,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",18.2,1005.0,47.0,33.5,31.6,33.5,0.0,21.0,0.0,0.0,9.3,5.0,14.6,23.5,Uttar Pradesh,Agra
31.1,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",18.4,1004.0,49.0,33.1,31.1,33.1,0.0,0.0,0.0,0.0,9.0,5.0,15.4,24.8,Uttar Pradesh,Agra
29.4,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",18.8,1005.0,54.0,31.3,29.4,31.3,0.0,21.0,0.0,0.0,9.3,5.0,15.9,25.6,Uttar Pradesh,Agra
27.8,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",19.3,1005.0,60.0,29.4,27.8,29.4,1.0,80.0,0.0,0.0,9.7,6.0,16.3,26.3,Uttar Pradesh,Agra
26.1,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",19.8,1006.0,66.0,27.6,26.1,27.6,0.0,0.0,0.0,0.0,10.0,6.0,16.8,27.0,Uttar Pradesh,Agra
25.1,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",19.6,1007.0,72.0,26.8,25.1,26.8,1.0,80.0,0.0,0.0,10.0,6.0,18.1,29.2,Uttar Pradesh,Agra
24.0,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",19.3,1007.0,78.0,25.9,24.0,25.9,1.0,80.0,0.0,0.0,10.0,6.0,19.5,31.3,Uttar Pradesh,Agra
23.0,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",19.1,1008.0,84.0,25.1,23.0,25.1,0.0,0.0,0.0,0.0,10.0,6.0,20.8,33.5,Uttar Pradesh,Agra
23.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",18.6,1007.0,80.0,25.3,23.4,25.3,1.0,80.0,0.0,0.0,10.0,6.0,18.8,30.2,Uttar Pradesh,Agra
23.7,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",18.1,1007.0,76.0,25.6,23.7,25.6,1.0,80.0,0.0,0.0,10.0,6.0,16.8,27.0,Uttar Pradesh,Agra
27.7,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.4,1005.0,57.0,29.0,27.7,29.0,0.0,0.0,0.0,0.0,10.0,6.0,13.2,21.2,Uttar Pradesh,Kanpur
27.4,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",10.4,1005.0,59.0,28.7,27.4,28.7,0.0,1.0,0.0,0.0,10.0,6.0,13.1,21.1,Uttar Pradesh,Kanpur
