temp_c,condition,wind_kph,pressure_mb,humidity,feelslike_c,windchill_c,heatindex_c,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,state,city
21.3,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.4,1009.0,81.0,21.3,21.3,24.3,0.0,0.0,0.0,0.0,10.0,6.0,5.4,8.6,Uttar Pradesh,Noida
22.6,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.2,1009.0,74.0,25.0,22.6,25.0,0.0,0.0,0.0,0.0,10.0,6.0,5.4,8.8,Uttar Pradesh,Noida
23.8,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.1,1010.0,67.0,25.6,23.8,25.6,0.0,0.0,0.0,0.0,10.0,6.0,5.5,8.9,Uttar Pradesh,Noida
25.1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",7.9,1011.0,61.0,26.3,25.1,26.3,0.0,0.0,0.0,0.0,10.0,6.0,5.6,9.0,Uttar Pradesh,Noida
27.6,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",9.5,1010.0,55.0,29.0,27.6,29.0,0.0,0.0,0.0,0.0,10.0,6.0,6.7,10.8,Uttar Pradesh,Noida
30.2,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.0,1009.0,49.0,31.8,30.2,31.8,0.0,0.0,0.0,0.0,10.0,6.0,7.8,12.6,Uttar Pradesh,Noida
32.7,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",12.6,1009.0,43.0,34.5,32.7,34.5,0.0,0.0,0.0,0.0,10.0,6.0,8.9,14.4,Uttar Pradesh,Noida
33.4,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.1,1008.0,40.0,34.9,33.4,34.9,0.0,0.0,0.0,0.0,10.0,6.0,9.3,15.0,Uttar Pradesh,Noida
34.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.6,1007.0,37.0,35.4,34.0,35.4,0.0,0.0,0.0,0.0,10.0,6.0,9.7,15.6,Uttar Pradesh,Noida
34.7,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",14.0,1006.0,34.0,35.8,34.7,35.8,0.0,0.0,0.0,0.0,10.0,6.0,10.1,16.2,Uttar Pradesh,Noida
33.5,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.3,1007.0,36.0,34.4,33.5,34.4,0.0,0.0,0.0,0.0,10.0,6.0,8.1,13.0,Uttar Pradesh,Noida
32.4,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",8.5,1007.0,37.0,33.0,32.4,33.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,9.7,Uttar Pradesh,Noida
31.2,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.8,1007.0,39.0,31.6,31.2,31.6,0.0,0.0,0.0,0.0,10.0,6.0,4.0,6.5,Uttar Pradesh,Noida
29.9,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.1,1008.0,42.0,30.4,29.9,30.4,0.0,0.0,0.0,0.0,10.0,6.0,5.0,8.0,Uttar Pradesh,Noida
28.6,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.5,1008.0,46.0,29.1,28.6,29.1,0.0,0.0,0.0,0.0,10.0,6.0,6.0,9.6,Uttar Pradesh,Noida
27.3,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.8,1009.0,49.0,27.9,27.3,27.9,0.0,0.0,0.0,0.0,10.0,6.0,6.9,11.2,Uttar Pradesh,Noida
25.9,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",7.4,1009.0,60.0,27.0,25.9,27.0,0.0,0.0,0.0,0.0,10.0,6.0,7.2,11.5,Uttar Pradesh,Noida
24.6,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.0,1009.0,70.0,26.1,24.6,26.1,0.0,0.0,0.0,0.0,10.0,6.0,7.4,11.9,Uttar Pradesh,Noida
23.8,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",18.4,1006.0,94.0,26.3,23.8,26.3,0.0,0.0,0.0,0.0,10.0,6.0,17.2,27.7,Uttar Pradesh,Varanasi
23.7,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",17.4,1006.0,95.0,26.2,23.7,26.2,1.0,80.0,0.0,0.0,10.0,6.0,16.3,26.3,Uttar Pradesh,Varanasi
23.5,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",16.4,1006.0,96.0,26.0,23.5,26.0,1.0,80.0,0.0,0.0,10.0,6.0,15.4,24.8,Uttar Pradesh,Varanasi
23.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",15.5,1005.0,97.0,25.9,23.4,25.9,0.0,0.0,0.0,0.0,10.0,6.0,14.5,23.4,Uttar Pradesh,Varanasi
23.6,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",16.0,1006.0,96.0,26.1,23.6,26.1,1.0,80.0,0.0,0.0,10.0,6.0,14.9,24.0,Uttar Pradesh,Varanasi
23.8,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",16.4,1006.0,96.0,26.4,23.8,26.4,0.0,2.0,0.0,0.0,10.0,6.0,15.3,24.6,Uttar Pradesh,Varanasi
24.0,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",16.9,1007.0,95.0,26.6,24.0,26.6,0.0,0.0,0.0,0.0,10.0,6.0,15.7,25.2,Uttar Pradesh,Varanasi
24.1,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",16.3,1007.0,94.0,26.7,24.1,26.7,0.0,2.0,0.0,0.0,10.0,6.0,14.8,23.9,Uttar Pradesh,Varanasi
24.2,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",15.7,1008.0,93.0,26.7,24.2,26.7,0.0,2.0,0.0,0.0,10.0,6.0,14.0,22.6,Uttar Pradesh,Varanasi
24.3,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",15.1,1008.0,91.0,26.8,24.3,26.8,0.0,0.0,0.0,0.0,10.0,6.0,13.2,21.2,Uttar Pradesh,Varanasi
24.7,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/day/119.png', 'code': 1006}",15.0,1007.0,90.0,27.2,24.7,27.2,0.0,2.0,0.0,0.0,10.0,6.0,12.7,20.4,Uttar Pradesh,Varanasi
25.0,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",14.9,1006.0,88.0,27.7,25.0,27.7,0.0,3.0,0.0,0.0,10.0,6.0,12.2,19.6,Uttar Pradesh,Varanasi
25.4,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",14.8,1006.0,87.0,28.1,25.4,28.1,0.0,0.0,0.0,0.0,10.0,6.0,11.6,18.7,Uttar Pradesh,Varanasi
25.4,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/day/122.png', 'code': 1009}",15.2,1005.0,88.0,28.2,25.4,28.2,0.0,3.0,0.0,0.0,10.0,6.0,12.5,20.0,Uttar Pradesh,Varanasi
25.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",15.7,1005.0,90.0,28.4,25.4,28.4,1.0,80.0,0.0,0.0,10.0,6.0,13.3,21.4,Uttar Pradesh,Varanasi
25.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",16.2,1004.0,91.0,28.5,25.4,28.5,0.0,0.0,0.0,0.0,10.0,6.0,14.1,22.7,Uttar Pradesh,Varanasi
25.1,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",15.0,1005.0,92.0,28.1,25.1,28.1,1.0,80.0,0.0,0.0,10.0,6.0,13.3,21.4,Uttar Pradesh,Varanasi
24.9,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/day/176.png', 'code': 1063}",13.8,1005.0,93.0,27.8,24.9,27.8,0.0,21.0,0.0,0.0,10.0,6.0,12.5,20.0,Uttar Pradesh,Varanasi
24.6,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",12.6,1006.0,94.0,27.4,24.6,27.4,0.0,0.0,0.0,0.0,10.0,6.0,11.6,18.7,Uttar Pradesh,Varanasi
24.4,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",13.0,1006.0,94.0,27.1,24.4,27.1,0.0,21.0,0.0,0.0,10.0,6.0,12.1,19.4,Uttar Pradesh,Varanasi
24.1,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",13.3,1007.0,94.0,26.7,24.1,26.7,0.0,21.0,0.0,0.0,10.0,6.0,12.5,20.2,Uttar Pradesh,Varanasi
23.9,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",13.7,1007.0,95.0,26.4,23.9,26.4,0.0,0.0,0.0,0.0,10.0,6.0,13.0,20.9,Uttar Pradesh,Varanasi
24.0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",10.8,1007.0,95.0,26.6,24.0,26.6,0.0,21.0,0.0,0.0,7.3,4.0,10.2,16.4,Uttar Pradesh,Varanasi
24.2,"{'text': 'Mist', 'icon': '//cdn.weatherapi.com/weather/64x64/night/143.png', 'code': 1030}",7.9,1007.0,96.0,26.9,24.2,26.9,0.0,10.0,0.0,0.0,4.7,2.0,7.5,12.0,Uttar Pradesh,Varanasi
25.0,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",20.2,1005.0,84.0,27.3,25.0,27.3,0.0,0.0,0.0,0.0,10.0,6.0,18.6,29.9,Uttar Pradesh,Allahabad
24.8,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",19.3,1005.0,86.0,27.1,24.8,27.1,0.0,2.0,0.0,0.0,10.0,6.0,17.5,28.2,Uttar Pradesh,Allahabad
24.6,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",18.5,1005.0,87.0,27.0,24.6,27.0,0.0,3.0,0.0,0.0,10.0,6.0,16.5,26.5,Uttar Pradesh,Allahabad
24.4,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",17.6,1005.0,89.0,26.8,24.4,26.8,0.0,0.0,0.0,0.0,10.0,6.0,15.4,24.8,Uttar Pradesh,Allahabad
24.4,"{'text': 'Overcast', 'icon': '//cdn.weatherapi.com/weather/64x64/night/122.png', 'code': 1009}",17.2,1006.0,90.0,26.8,24.4,26.8,0.0,3.0,0.0,0.0,10.0,6.0,14.9,24.0,Uttar Pradesh,Allahabad
24.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",16.7,1006.0,90.0,26.9,24.4,26.9,1.0,80.0,0.0,0.0,10.0,6.0,14.4,23.2,Uttar Pradesh,Allahabad
24.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",16.2,1007.0,91.0,26.9,24.4,26.9,0.0,0.0,0.0,0.0,10.0,6.0,13.9,22.3,Uttar Pradesh,Allahabad
24.7,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",15.2,1007.0,90.0,27.3,24.7,27.3,1.0,80.0,0.0,0.0,10.0,6.0,13.0,21.0,Uttar Pradesh,Allahabad
25.0,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",14.3,1008.0,90.0,27.7,25.0,27.7,1.0,80.0,0.0,0.0,10.0,6.0,12.2,19.7,Uttar Pradesh,Allahabad
25.3,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",13.3,1008.0,89.0,28.1,25.3,28.1,0.0,0.0,0.0,0.0,10.0,6.0,11.4,18.4,Uttar Pradesh,Allahabad
25.9,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",12.1,1007.0,87.0,29.0,25.9,29.0,1.0,80.0,0.0,0.0,10.0,6.0,10.1,16.3,Uttar Pradesh,Allahabad
26.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",10.9,1007.0,85.0,29.8,26.4,29.8,1.0,80.0,0.0,0.0,10.0,6.0,8.9,14.3,Uttar Pradesh,Allahabad
27.0,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",9.7,1006.0,83.0,30.7,27.0,30.7,0.0,0.0,0.0,0.0,10.0,6.0,7.6,12.2,Uttar Pradesh,Allahabad
27.1,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",11.8,1005.0,81.0,30.7,27.1,30.7,1.0,80.0,0.0,0.0,10.0,6.0,9.8,15.7,Uttar Pradesh,Allahabad
27.3,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",13.8,1005.0,79.0,30.7,27.3,30.7,1.0,80.0,0.0,0.0,10.0,6.0,11.9,19.2,Uttar Pradesh,Allahabad
27.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",15.8,1005.0,77.0,30.7,27.4,30.7,0.0,0.0,0.0,0.0,10.0,6.0,14.1,22.7,Uttar Pradesh,Allahabad
26.6,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",15.1,1005.0,81.0,29.6,26.6,29.6,1.0,80.0,0.0,0.0,10.0,6.0,13.6,22.0,Uttar Pradesh,Allahabad
25.7,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",14.4,1006.0,85.0,28.6,25.7,28.6,1.0,80.0,0.0,0.0,10.0,6.0,13.2,21.2,Uttar Pradesh,Allahabad
24.9,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",13.7,1006.0,89.0,27.5,24.9,27.5,0.0,0.0,0.0,0.0,10.0,6.0,12.8,20.5,Uttar Pradesh,Allahabad
24.8,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",12.4,1007.0,90.0,27.5,24.8,27.5,1.0,80.0,0.0,0.0,10.0,6.0,11.5,18.5,Uttar Pradesh,Allahabad
24.8,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",11.0,1007.0,91.0,27.4,24.8,27.4,1.0,80.0,0.0,0.0,10.0,6.0,10.2,16.4,Uttar Pradesh,Allahabad
24.7,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",9.7,1008.0,92.0,27.4,24.7,27.4,0.0,0.0,0.0,0.0,10.0,6.0,8.9,14.4,Uttar Pradesh,Allahabad
24.6,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",9.1,1008.0,92.0,27.2,24.6,27.2,1.0,80.0,0.0,0.0,10.0,6.0,8.4,13.4,Uttar Pradesh,Allahabad
24.4,"{'text': 'Cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/119.png', 'code': 1006}",8.5,1008.0,93.0,27.1,24.4,27.1,0.0,2.0,0.0,0.0,10.0,6.0,7.8,12.5,Uttar Pradesh,Allahabad
21.1,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",7.9,1007.0,92.0,21.1,21.1,24.1,0.0,0.0,0.0,0.0,10.0,6.0,7.6,12.2,Uttar Pradesh,Agra
21.0,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",8.4,1007.0,92.0,21.0,21.0,23.0,0.0,1.0,0.0,0.0,10.0,6.0,8.1,13.1,Uttar Pradesh,Agra
20.8,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",8.9,1007.0,92.0,20.8,20.8,21.8,0.0,1.0,0.0,0.0,10.0,6.0,8.6,13.9,Uttar Pradesh,Agra
20.7,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.4,1007.0,92.0,20.7,20.7,20.7,0.0,0.0,0.0,0.0,10.0,6.0,9.2,14.8,Uttar Pradesh,Agra
20.6,"{'text': 'Partly cloudy', 'icon': '//cdn.weatherapi.com/weather/64x64/night/116.png', 'code': 1003}",9.7,1008.0,92.0,20.6,20.6,20.6,0.0,1.0,0.0,0.0,10.0,6.0,9.7,15.6,Uttar Pradesh,Agra
20.4,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.1,1008.0,92.0,20.4,20.4,20.4,0.0,0.0,0.0,0.0,10.0,6.0,10.2,16.4,Uttar Pradesh,Agra
20.3,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.4,1009.0,91.0,20.3,20.3,20.3,0.0,0.0,0.0,0.0,10.0,6.0,10.7,17.3,Uttar Pradesh,Agra
21.7,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",11.4,1009.0,85.0,21.7,21.7,22.2,0.0,0.0,0.0,0.0,10.0,6.0,10.4,16.7,Uttar Pradesh,Agra
23.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",12.4,1010.0,79.0,24.2,23.0,24.2,0.0,0.0,0.0,0.0,10.0,6.0,10.0,16.1,Uttar Pradesh,Agra
24.4,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.3,1010.0,73.0,26.1,24.4,26.1,0.0,0.0,0.0,0.0,10.0,6.0,9.6,15.5,Uttar Pradesh,Agra
26.0,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",14.6,1010.0,67.0,27.7,26.0,27.7,0.0,0.0,0.0,0.0,10.0,6.0,10.5,16.9,Uttar Pradesh,Agra
27.5,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",16.0,1009.0,61.0,29.2,27.5,29.2,0.0,0.0,0.0,0.0,10.0,6.0,11.4,18.4,Uttar Pradesh,Agra
29.1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",17.3,1008.0,55.0,30.8,29.1,30.8,0.0,0.0,0.0,0.0,10.0,6.0,12.3,19.8,Uttar Pradesh,Agra
29.4,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",17.4,1008.0,52.0,30.9,29.4,30.9,0.0,0.0,0.0,0.0,10.0,6.0,12.5,20.2,Uttar Pradesh,Agra
29.8,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",17.5,1007.0,49.0,31.0,29.8,31.0,0.0,0.0,0.0,0.0,10.0,6.0,12.8,20.5,Uttar Pradesh,Agra
30.1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",17.6,1007.0,47.0,31.1,30.1,31.1,0.0,0.0,0.0,0.0,10.0,6.0,13.0,20.9,Uttar Pradesh,Agra
29.2,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",15.4,1007.0,55.0,30.7,29.2,30.7,0.0,0.0,0.0,0.0,10.0,6.0,11.6,18.6,Uttar Pradesh,Agra
28.2,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.1,1007.0,63.0,30.2,28.2,30.2,0.0,0.0,0.0,0.0,10.0,6.0,10.1,16.3,Uttar Pradesh,Agra
27.3,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.8,1008.0,71.0,29.8,27.3,29.8,0.0,0.0,0.0,0.0,10.0,6.0,8.7,14.0,Uttar Pradesh,Agra
26.1,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.6,1008.0,75.0,28.5,26.1,28.5,0.0,0.0,0.0,0.0,10.0,6.0,9.1,14.6,Uttar Pradesh,Agra
24.9,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.3,1009.0,80.0,27.1,24.9,27.1,0.0,0.0,0.0,0.0,10.0,6.0,9.5,15.2,Uttar Pradesh,Agra
23.7,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.1,1009.0,85.0,25.8,23.7,25.8,0.0,0.0,0.0,0.0,10.0,6.0,9.8,15.8,Uttar Pradesh,Agra
23.2,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.2,1009.0,86.0,25.4,23.2,25.4,0.0,0.0,0.0,0.0,10.0,6.0,9.1,14.6,Uttar Pradesh,Agra
22.8,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.4,1009.0,87.0,25.1,22.8,25.1,0.0,0.0,0.0,0.0,10.0,6.0,8.4,13.4,Uttar Pradesh,Agra
24.4,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",15.5,1006.0,92.0,27.0,24.4,27.0,0.0,0.0,0.0,0.0,10.0,6.0,14.3,23.0,Uttar Pradesh,Kanpur
24.2,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",13.6,1005.0,93.0,26.8,24.2,26.8,1.0,80.0,0.0,0.0,10.0,6.0,13.0,20.9,Uttar Pradesh,Kanpur
24.0,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",11.6,1005.0,94.0,26.5,24.0,26.5,1.0,80.0,0.0,0.0,10.0,6.0,11.6,18.7,Uttar Pradesh,Kanpur
23.8,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",9.7,1005.0,95.0,26.3,23.8,26.3,0.0,0.0,0.0,0.0,10.0,6.0,10.3,16.6,Uttar Pradesh,Kanpur
23.8,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/night/353.png', 'code': 1240}",7.6,1006.0,95.0,26.3,23.8,26.3,1.0,80.0,0.0,0.0,9.7,6.0,7.8,12.6,Uttar Pradesh,Kanpur
23.7,"{'text': 'Light rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/296.png', 'code': 1183}",5.4,1006.0,96.0,26.3,23.7,26.3,0.0,61.0,0.0,0.0,9.3,5.0,5.4,8.6,Uttar Pradesh,Kanpur
23.7,"{'text': 'Light rain', 'icon': '//cdn.weatherapi.com/weather/64x64/night/296.png', 'code': 1183}",3.2,1007.0,96.0,26.3,23.7,26.3,0.0,0.0,0.0,0.0,9.0,5.0,2.9,4.7,Uttar Pradesh,Kanpur
23.9,"{'text': 'Light rain', 'icon': '//cdn.weatherapi.com/weather/64x64/day/296.png', 'code': 1183}",3.7,1007.0,95.0,26.5,23.9,26.5,0.0,61.0,0.0,0.0,6.7,4.0,3.3,5.3,Uttar Pradesh,Kanpur
24.1,"{'text': 'Light drizzle', 'icon': '//cdn.weatherapi.com/weather/64x64/day/266.png', 'code': 1153}",4.2,1008.0,94.0,26.7,24.1,26.7,0.0,51.0,0.0,0.0,4.3,2.0,3.7,5.9,Uttar Pradesh,Kanpur
24.3,"{'text': 'Light drizzle', 'icon': '//cdn.weatherapi.com/weather/64x64/day/266.png', 'code': 1153}",4.7,1008.0,93.0,26.9,24.3,26.9,0.0,0.0,0.0,0.0,2.0,1.0,4.0,6.5,Uttar Pradesh,Kanpur
24.8,"{'text': 'Light drizzle', 'icon': '//cdn.weatherapi.com/weather/64x64/day/266.png', 'code': 1153}",4.3,1008.0,92.0,27.6,24.8,27.6,0.0,51.0,0.0,0.0,4.7,2.0,3.6,5.8,Uttar Pradesh,Kanpur
25.3,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",4.0,1007.0,91.0,28.4,25.3,28.4,1.0,80.0,0.0,0.0,7.3,4.0,3.1,5.0,Uttar Pradesh,Kanpur
25.8,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",3.6,1007.0,89.0,29.1,25.8,29.1,0.0,0.0,0.0,0.0,10.0,6.0,2.7,4.3,Uttar Pradesh,Kanpur
25.6,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",7.3,1006.0,89.0,28.7,25.6,28.7,1.0,80.0,0.0,0.0,10.0,6.0,6.6,10.7,Uttar Pradesh,Kanpur
25.3,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",11.0,1006.0,89.0,28.2,25.3,28.2,1.0,80.0,0.0,0.0,10.0,6.0,10.6,17.0,Uttar Pradesh,Kanpur
25.1,"{'text': 'Light rain shower', 'icon': '//cdn.weatherapi.com/weather/64x64/day/353.png', 'code': 1240}",14.8,1006.0,89.0,27.8,25.1,27.8,0.0,0.0,0.0,0.0,10.0,6.0,14.5,23.4,Uttar Pradesh,Kanpur
