temp_c,condition,wind_kph,pressure_mb,humidity,feelslike_c,heatindex_c
27.7,Light rain shower,23.8,1004.0,80.0,31.7,31.7
26.6,Light rain shower,22.9,1004.0,85.0,30.2,30.2
25.6,Light rain shower,22.1,1005.0,89.0,28.7,28.7
24.5,Light rain shower,21.2,1005.0,94.0,27.2,27.2
24.3,Light rain shower,18.2,1006.0,94.0,26.9,26.9
24.0,Light rain shower,15.2,1007.0,94.0,26.6,26.6
23.8,Light rain shower,12.2,1007.0,94.0,26.3,26.3
23.9,Light rain shower,14.8,1007.0,93.0,26.4,26.4
24.0,Light rain shower,17.3,1006.0,92.0,26.4,26.4
21.4,Moderate rain,15.5,1008.0,84.0,21.4,24.3
21.4,Moderate rain,14.8,1007.0,84.0,21.4,24.3
21.4,Light rain,14.0,1006.0,85.0,21.4,24.3
21.4,Light rain,13.3,1006.0,85.0,21.4,24.3
21.4,Light rain,11.3,1006.0,85.0,21.4,24.3
21.4,Light drizzle,9.2,1006.0,84.0,21.4,24.3
21.4,Light drizzle,7.2,1006.0,84.0,21.4,24.3
21.6,Light drizzle,9.2,1006.0,82.0,21.6,24.4
21.9,Light drizzle,11.3,1007.0,81.0,21.9,24.5
22.1,Light drizzle,13.3,1007.0,80.0,24.6,24.6
22.9,Light drizzle,13.8,1007.0,76.0,25.1,25.1
23.6,Cloudy,14.3,1007.0,72.0,25.5,25.5
24.4,Cloudy,14.8,1007.0,68.0,26.0,26.0
25.3,Cloudy,13.8,1006.0,65.0,26.8,26.8
26.3,Partly cloudy,12.8,1006.0,62.0,27.7,27.7
27.2,Partly cloudy,11.9,1005.0,59.0,28.5,28.5
27.1,Partly cloudy,11.0,1006.0,61.0,28.6,28.6
27.1,Sunny,10.2,1006.0,63.0,28.7,28.7
27.0,Clear,9.4,1006.0,65.0,28.8,28.8
26.0,Clear,8.2,1007.0,68.0,27.8,27.8
25.0,Clear,7.0,1008.0,70.0,26.7,26.7
24.0,Clear,5.8,1008.0,73.0,25.7,25.7
23.1,Clear,4.8,1008.0,76.0,25.2,25.2
22.2,Clear,3.8,1008.0,79.0,24.8,24.8
25.2,Partly cloudy,19.1,1004.0,88.0,27.9,27.9
25.1,Partly cloudy,18.4,1004.0,88.0,27.8,27.8
25.1,Cloudy,17.6,1004.0,88.0,27.7,27.7
25.0,Cloudy,16.9,1004.0,88.0,27.6,27.6
24.7,Cloudy,16.7,1004.0,88.0,27.2,27.2
24.5,Cloudy,16.4,1005.0,89.0,26.9,26.9
24.2,Cloudy,16.2,1005.0,89.0,26.5,26.5
25.2,Cloudy,18.1,1006.0,87.0,27.9,27.9
26.1,Partly cloudy,20.0,1007.0,84.0,29.2,29.2
27.1,Partly cloudy,22.0,1007.0,81.0,30.6,30.6
27.9,Partly cloudy,22.8,1007.0,79.0,32.0,32.0
28.7,Cloudy,23.6,1006.0,77.0,33.4,33.4
29.5,Cloudy,24.5,1005.0,75.0,34.8,34.8
29.1,Cloudy,23.9,1005.0,75.0,34.0,34.0
28.7,Cloudy,23.3,1004.0,76.0,33.1,33.1
28.3,Cloudy,22.7,1004.0,76.0,32.3,32.3
27.4,Cloudy,19.8,1004.0,79.0,31.0,31.0
26.5,Partly cloudy,16.9,1005.0,82.0,29.7,29.7
25.6,Partly cloudy,14.0,1005.0,86.0,28.4,28.4
25.4,Partly cloudy,15.6,1006.0,85.0,28.0,28.0
25.2,Partly cloudy,17.2,1006.0,84.0,27.7,27.7
25.0,Partly cloudy,18.7,1007.0,83.0,27.3,27.3
24.6,Partly cloudy,18.6,1007.0,87.0,27.0,27.0
24.2,Light rain shower,18.5,1006.0,90.0,26.6,26.6
26.4,Patchy rain possible,15.5,1003.0,85.0,29.7,29.7
26.3,Patchy rain possible,14.2,1003.0,85.0,29.6,29.6
26.3,Overcast,12.8,1003.0,86.0,29.5,29.5
26.2,Overcast,11.5,1003.0,86.0,29.4,29.4
25.9,Overcast,14.0,1003.0,87.0,28.9,28.9
25.5,Light rain shower,16.6,1004.0,88.0,28.5,28.5
25.2,Light rain shower,19.1,1004.0,89.0,28.0,28.0
25.6,Light rain shower,18.8,1005.0,88.0,28.5,28.5
25.9,Light rain shower,18.6,1006.0,86.0,28.9,28.9
26.3,Light rain shower,18.4,1006.0,84.0,29.4,29.4
27.3,Light rain shower,18.2,1006.0,81.0,31.1,31.1
28.3,Patchy rain possible,18.1,1005.0,78.0,32.8,32.8
29.3,Patchy rain possible,18.0,1005.0,76.0,34.5,34.5
29.8,Patchy rain possible,16.7,1004.0,72.0,34.8,34.8
30.2,Patchy rain possible,15.4,1003.0,69.0,35.2,35.2
30.7,Patchy rain possible,14.0,1003.0,65.0,35.5,35.5
29.3,Patchy rain possible,13.9,1003.0,71.0,33.5,33.5
27.8,Light rain shower,13.8,1004.0,78.0,31.6,31.6
26.4,Light rain shower,13.7,1004.0,84.0,29.6,29.6
26.0,Light rain shower,14.0,1005.0,85.0,29.0,29.0
25.7,Light rain shower,14.4,1006.0,85.0,28.5,28.5
25.3,Light rain shower,14.8,1007.0,86.0,27.9,27.9
25.2,Light rain shower,16.6,1006.0,85.0,27.7,27.7
25.1,Cloudy,18.4,1006.0,85.0,27.5,27.5
24.1,Light rain shower,17.6,1006.0,72.0,25.8,25.8
23.2,Light rain shower,20.0,1006.0,76.0,25.3,25.3
22.4,Overcast,22.4,1005.0,81.0,24.8,24.8
21.5,Overcast,24.8,1005.0,85.0,21.5,24.3
21.2,Overcast,22.2,1005.0,86.0,21.2,23.1
21.0,Light rain,19.6,1005.0,87.0,21.0,21.9
20.7,Light rain,16.9,1005.0,88.0,20.7,20.7
21.1,Light rain,15.6,1006.0,87.0,21.1,22.0
21.5,Overcast,14.3,1006.0,86.0,21.5,23.2
21.9,Overcast,13.0,1007.0,84.0,21.9,24.5
22.3,Overcast,13.6,1006.0,83.0,24.7,24.7
22.7,Overcast,14.2,1006.0,82.0,25.0,25.0
23.1,Overcast,14.8,1006.0,81.0,25.2,25.2
23.1,Overcast,15.0,1006.0,81.0,25.2,25.2
23.2,Cloudy,15.2,1006.0,80.0,25.2,25.2
23.2,Cloudy,15.5,1005.0,79.0,25.2,25.2
23.1,Cloudy,13.4,1006.0,81.0,25.2,25.2
23.0,Partly cloudy,11.4,1006.0,82.0,25.1,25.1
22.9,Partly cloudy,9.4,1007.0,84.0,25.1,25.1
22.6,Partly cloudy,8.6,1007.0,85.0,24.9,24.9
22.3,Clear,7.9,1008.0,87.0,24.7,24.7
22.0,Clear,7.2,1008.0,88.0,24.5,24.5
21.7,Clear,7.4,1008.0,89.0,21.7,24.4
21.4,Partly cloudy,7.7,1008.0,91.0,21.4,24.2
26.0,Moderate or heavy rain shower,10.1,1003.0,86.0,29.1,29.1
25.7,Moderate or heavy rain shower,10.7,1003.0,87.0,28.7,28.7
25.4,Light rain shower,11.3,1002.0,89.0,28.4,28.4
25.1,Light rain shower,11.9,1002.0,91.0,28.0,28.0
25.0,Light rain shower,11.4,1002.0,91.0,27.8,27.8
24.8,Light rain shower,10.9,1003.0,92.0,27.7,27.7
24.7,Light rain shower,10.4,1003.0,93.0,27.5,27.5
25.8,Light rain shower,11.6,1004.0,88.0,28.9,28.9
26.8,Light rain shower,12.8,1005.0,83.0,30.4,30.4
27.9,Light rain shower,14.0,1005.0,78.0,31.8,31.8
28.6,Light rain shower,13.8,1005.0,75.0,32.9,32.9
29.4,Light rain shower,13.6,1004.0,73.0,34.1,34.1
30.1,Light rain shower,13.3,1004.0,70.0,35.2,35.2
29.4,Light rain shower,12.5,1004.0,73.0,34.2,34.2
28.8,Light rain shower,11.6,1003.0,75.0,33.2,33.2
28.1,Light rain shower,10.8,1003.0,78.0,32.2,32.2
26.7,Light rain shower,12.0,1004.0,82.0,30.2,30.2
25.3,Light rain shower,13.2,1005.0,87.0,28.2,28.2
23.9,Light rain shower,14.4,1005.0,91.0,26.2,26.2
23.8,Light rain shower,12.0,1006.0,92.0,26.1,26.1
23.6,Light rain shower,9.6,1007.0,92.0,26.0,26.0
23.5,Light rain shower,7.2,1008.0,93.0,25.9,25.9
23.8,Light rain shower,10.0,1007.0,93.0,26.3,26.3
24.1,Light rain shower,12.7,1006.0,92.0,26.6,26.6
24.1,Light rain shower,19.8,1006.0,91.0,26.5,26.5
24.0,Light rain shower,19.0,1006.0,92.0,26.4,26.4
23.8,Light rain shower,18.1,1006.0,92.0,26.2,26.2
23.7,Light rain shower,17.3,1006.0,93.0,26.1,26.1
23.6,Light rain shower,16.4,1006.0,93.0,25.9,25.9
23.4,Light rain shower,15.6,1006.0,93.0,25.8,25.8
23.3,Light rain shower,14.8,1007.0,93.0,25.6,25.6
23.3,Light rain shower,14.3,1007.0,94.0,25.7,25.7
23.3,Moderate or heavy rain shower,13.8,1008.0,95.0,25.7,25.7
23.3,Moderate or heavy rain shower,13.3,1008.0,96.0,25.8,25.8
23.4,Moderate or heavy rain shower,12.0,1008.0,96.0,25.9,25.9
23.5,Moderate rain,10.7,1007.0,96.0,26.0,26.0
23.6,Moderate rain,9.4,1007.0,96.0,26.1,26.1
23.6,Moderate rain,9.2,1007.0,96.0,26.1,26.1
23.6,Moderate or heavy rain shower,9.1,1006.0,96.0,26.1,26.1
23.6,Moderate or heavy rain shower,9.0,1006.0,96.0,26.1,26.1
23.5,Moderate or heavy rain shower,9.7,1006.0,96.0,25.9,25.9
23.3,Mist,10.4,1007.0,96.0,25.8,25.8
23.2,Mist,11.2,1007.0,96.0,25.6,25.6
23.1,Mist,10.0,1008.0,96.0,25.6,25.6
23.1,Light rain shower,8.8,1008.0,96.0,25.5,25.5
23.0,Light rain shower,7.6,1009.0,97.0,25.5,25.5
23.0,Light rain shower,9.1,1009.0,96.0,25.4,25.4
22.9,Light rain shower,10.7,1008.0,96.0,25.4,25.4
21.3,Clear,2.9,1008.0,83.0,21.3,24.3
21.3,Clear,3.4,1008.0,82.0,21.3,24.3
21.3,Clear,3.8,1008.0,82.0,21.3,24.3
21.3,Clear,4.3,1008.0,82.0,21.3,24.3
21.3,Clear,4.7,1008.0,81.0,21.3,24.3
21.3,Clear,5.0,1008.0,81.0,21.3,24.3
21.3,Clear,5.4,1009.0,81.0,21.3,24.3
22.6,Sunny,6.2,1009.0,74.0,25.0,25.0
23.8,Sunny,7.1,1010.0,67.0,25.6,25.6
25.1,Sunny,7.9,1011.0,61.0,26.3,26.3
27.6,Sunny,9.5,1010.0,55.0,29.0,29.0
30.2,Sunny,11.0,1009.0,49.0,31.8,31.8
32.7,Sunny,12.6,1009.0,43.0,34.5,34.5
33.4,Sunny,13.1,1008.0,40.0,34.9,34.9
34.0,Sunny,13.6,1007.0,37.0,35.4,35.4
34.7,Sunny,14.0,1006.0,34.0,35.8,35.8
33.5,Sunny,11.3,1007.0,36.0,34.4,34.4
32.4,Sunny,8.5,1007.0,37.0,33.0,33.0
31.2,Clear,5.8,1007.0,39.0,31.6,31.6
29.9,Clear,6.1,1008.0,42.0,30.4,30.4
28.6,Clear,6.5,1008.0,46.0,29.1,29.1
27.3,Clear,6.8,1009.0,49.0,27.9,27.9
25.9,Clear,7.4,1009.0,60.0,27.0,27.0
24.6,Clear,8.0,1009.0,70.0,26.1,26.1
23.8,Light rain shower,18.4,1006.0,94.0,26.3,26.3
23.7,Light rain shower,17.4,1006.0,95.0,26.2,26.2
23.5,Light rain shower,16.4,1006.0,96.0,26.0,26.0
23.4,Light rain shower,15.5,1005.0,97.0,25.9,25.9
23.6,Light rain shower,16.0,1006.0,96.0,26.1,26.1
23.8,Cloudy,16.4,1006.0,96.0,26.4,26.4
24.0,Cloudy,16.9,1007.0,95.0,26.6,26.6
24.1,Cloudy,16.3,1007.0,94.0,26.7,26.7
24.2,Cloudy,15.7,1008.0,93.0,26.7,26.7
24.3,Cloudy,15.1,1008.0,91.0,26.8,26.8
24.7,Cloudy,15.0,1007.0,90.0,27.2,27.2
25.0,Overcast,14.9,1006.0,88.0,27.7,27.7
25.4,Overcast,14.8,1006.0,87.0,28.1,28.1
25.4,Overcast,15.2,1005.0,88.0,28.2,28.2
25.4,Light rain shower,15.7,1005.0,90.0,28.4,28.4
25.4,Light rain shower,16.2,1004.0,91.0,28.5,28.5
25.1,Light rain shower,15.0,1005.0,92.0,28.1,28.1
24.9,Patchy rain possible,13.8,1005.0,93.0,27.8,27.8
24.6,Patchy rain possible,12.6,1006.0,94.0,27.4,27.4
24.4,Patchy rain possible,13.0,1006.0,94.0,27.1,27.1
24.1,Patchy rain possible,13.3,1007.0,94.0,26.7,26.7
23.9,Patchy rain possible,13.7,1007.0,95.0,26.4,26.4
24.0,Patchy rain possible,10.8,1007.0,95.0,26.6,26.6
24.2,Mist,7.9,1007.0,96.0,26.9,26.9
25.0,Cloudy,20.2,1005.0,84.0,27.3,27.3
24.8,Cloudy,19.3,1005.0,86.0,27.1,27.1
24.6,Overcast,18.5,1005.0,87.0,27.0,27.0
24.4,Overcast,17.6,1005.0,89.0,26.8,26.8
24.4,Overcast,17.2,1006.0,90.0,26.8,26.8
24.4,Light rain shower,16.7,1006.0,90.0,26.9,26.9
24.4,Light rain shower,16.2,1007.0,91.0,26.9,26.9
24.7,Light rain shower,15.2,1007.0,90.0,27.3,27.3
25.0,Light rain shower,14.3,1008.0,90.0,27.7,27.7
25.3,Light rain shower,13.3,1008.0,89.0,28.1,28.1
25.9,Light rain shower,12.1,1007.0,87.0,29.0,29.0
26.4,Light rain shower,10.9,1007.0,85.0,29.8,29.8
27.0,Light rain shower,9.7,1006.0,83.0,30.7,30.7
27.1,Light rain shower,11.8,1005.0,81.0,30.7,30.7
27.3,Light rain shower,13.8,1005.0,79.0,30.7,30.7
27.4,Light rain shower,15.8,1005.0,77.0,30.7,30.7
26.6,Light rain shower,15.1,1005.0,81.0,29.6,29.6
25.7,Light rain shower,14.4,1006.0,85.0,28.6,28.6
24.9,Light rain shower,13.7,1006.0,89.0,27.5,27.5
24.8,Light rain shower,12.4,1007.0,90.0,27.5,27.5
24.8,Light rain shower,11.0,1007.0,91.0,27.4,27.4
24.7,Light rain shower,9.7,1008.0,92.0,27.4,27.4
24.6,Light rain shower,9.1,1008.0,92.0,27.2,27.2
24.4,Cloudy,8.5,1008.0,93.0,27.1,27.1
21.1,Partly cloudy,7.9,1007.0,92.0,21.1,24.1
21.0,Partly cloudy,8.4,1007.0,92.0,21.0,23.0
20.8,Partly cloudy,8.9,1007.0,92.0,20.8,21.8
20.7,Partly cloudy,9.4,1007.0,92.0,20.7,20.7
20.6,Partly cloudy,9.7,1008.0,92.0,20.6,20.6
20.4,Clear,10.1,1008.0,92.0,20.4,20.4
20.3,Clear,10.4,1009.0,91.0,20.3,20.3
21.7,Sunny,11.4,1009.0,85.0,21.7,22.2
23.0,Sunny,12.4,1010.0,79.0,24.2,24.2
24.4,Sunny,13.3,1010.0,73.0,26.1,26.1
26.0,Sunny,14.6,1010.0,67.0,27.7,27.7
27.5,Sunny,16.0,1009.0,61.0,29.2,29.2
29.1,Sunny,17.3,1008.0,55.0,30.8,30.8
29.4,Sunny,17.4,1008.0,52.0,30.9,30.9
29.8,Sunny,17.5,1007.0,49.0,31.0,31.0
30.1,Sunny,17.6,1007.0,47.0,31.1,31.1
29.2,Sunny,15.4,1007.0,55.0,30.7,30.7
28.2,Sunny,13.1,1007.0,63.0,30.2,30.2
27.3,Clear,10.8,1008.0,71.0,29.8,29.8
26.1,Clear,10.6,1008.0,75.0,28.5,28.5
24.9,Clear,10.3,1009.0,80.0,27.1,27.1
23.7,Clear,10.1,1009.0,85.0,25.8,25.8
23.2,Clear,9.2,1009.0,86.0,25.4,25.4
22.8,Clear,8.4,1009.0,87.0,25.1,25.1
24.4,Light rain shower,15.5,1006.0,92.0,27.0,27.0
24.2,Light rain shower,13.6,1005.0,93.0,26.8,26.8
24.0,Light rain shower,11.6,1005.0,94.0,26.5,26.5
23.8,Light rain shower,9.7,1005.0,95.0,26.3,26.3
23.8,Light rain shower,7.6,1006.0,95.0,26.3,26.3
23.7,Light rain,5.4,1006.0,96.0,26.3,26.3
23.7,Light rain,3.2,1007.0,96.0,26.3,26.3
23.9,Light rain,3.7,1007.0,95.0,26.5,26.5
24.1,Light drizzle,4.2,1008.0,94.0,26.7,26.7
24.3,Light drizzle,4.7,1008.0,93.0,26.9,26.9
24.8,Light drizzle,4.3,1008.0,92.0,27.6,27.6
25.3,Light rain shower,4.0,1007.0,91.0,28.4,28.4
25.8,Light rain shower,3.6,1007.0,89.0,29.1,29.1
25.6,Light rain shower,7.3,1006.0,89.0,28.7,28.7
25.3,Light rain shower,11.0,1006.0,89.0,28.2,28.2
25.1,Light rain shower,14.8,1006.0,89.0,27.8,27.8
24.7,Light rain shower,12.5,1006.0,91.0,27.3,27.3
24.2,Light rain shower,10.2,1007.0,93.0,26.8,26.8
23.8,Light rain shower,7.9,1007.0,95.0,26.3,26.3
23.6,Light rain shower,7.7,1008.0,95.0,26.1,26.1
23.5,Mist,7.4,1008.0,95.0,25.9,25.9
23.3,Mist,7.2,1009.0,95.0,25.7,25.7
23.4,Mist,8.6,1008.0,95.0,25.8,25.8
23.5,Mist,10.1,1008.0,95.0,26.0,26.0
22.9,Light rain shower,12.2,1008.0,95.0,25.3,25.3
22.9,Light rain shower,11.4,1008.0,95.0,25.3,25.3
22.9,Mist,10.6,1008.0,96.0,25.3,25.3
22.9,Mist,9.7,1008.0,96.0,25.3,25.3
22.9,Mist,9.6,1009.0,96.0,25.3,25.3
23.0,Mist,9.5,1009.0,96.0,25.4,25.4
23.0,Mist,9.4,1010.0,96.0,25.4,25.4
23.1,Mist,9.6,1010.0,95.0,25.5,25.5
23.1,Light rain shower,9.8,1011.0,95.0,25.5,25.5
23.2,Light rain shower,10.1,1012.0,95.0,25.6,25.6
23.5,Light rain shower,10.6,1011.0,93.0,25.9,25.9
23.8,Overcast,11.0,1010.0,92.0,26.2,26.2
24.1,Overcast,11.5,1010.0,90.0,26.5,26.5
24.0,Overcast,11.2,1009.0,90.0,26.4,26.4
24.0,Overcast,10.8,1009.0,90.0,26.3,26.3
23.9,Overcast,10.4,1008.0,90.0,26.2,26.2
23.8,Overcast,9.4,1009.0,91.0,26.1,26.1
23.7,Overcast,8.3,1009.0,92.0,26.1,26.1
23.6,Overcast,7.2,1009.0,93.0,26.0,26.0
23.5,Overcast,6.7,1010.0,93.0,25.9,25.9
23.4,Overcast,6.2,1010.0,93.0,25.7,25.7
23.3,Overcast,5.8,1011.0,93.0,25.6,25.6
23.3,Overcast,5.6,1010.0,92.0,25.6,25.6
23.2,Partly cloudy,5.5,1010.0,92.0,25.5,25.5
23.2,Clear,8.6,1010.0,81.0,25.2,25.2
23.0,Clear,7.3,1010.0,82.0,25.1,25.1
22.8,Clear,6.0,1010.0,83.0,24.9,24.9
22.6,Clear,4.7,1010.0,84.0,24.8,24.8
22.6,Clear,4.8,1010.0,84.0,24.8,24.8
22.5,Clear,4.9,1011.0,84.0,24.8,24.8
22.5,Clear,5.0,1011.0,85.0,24.8,24.8
23.7,Sunny,4.4,1011.0,79.0,25.7,25.7
24.8,Sunny,3.8,1012.0,73.0,26.7,26.7
26.0,Sunny,3.2,1012.0,67.0,27.6,27.6
28.0,Sunny,3.8,1012.0,59.0,29.6,29.6
30.0,Sunny,4.4,1011.0,52.0,31.7,31.7
32.0,Sunny,5.0,1010.0,44.0,33.7,33.7
32.4,Sunny,6.6,1010.0,41.0,33.7,33.7
32.9,Sunny,8.2,1009.0,37.0,33.7,33.7
33.3,Sunny,9.7,1008.0,34.0,33.7,33.7
32.8,Sunny,8.9,1008.0,36.0,33.4,33.4
32.4,Sunny,8.0,1008.0,38.0,33.1,33.1
31.9,Clear,7.2,1009.0,40.0,32.8,32.8
30.7,Clear,6.7,1009.0,43.0,31.6,31.6
29.6,Clear,6.2,1009.0,46.0,30.3,30.3
28.4,Clear,5.8,1009.0,49.0,29.1,29.1
27.9,Clear,4.9,1010.0,45.0,28.3,28.3
27.3,Clear,4.1,1010.0,42.0,27.4,27.4
24.3,Mist,5.0,1007.0,96.0,27.1,27.1
24.3,Mist,4.3,1007.0,96.0,27.1,27.1
24.4,Mist,3.6,1007.0,96.0,27.2,27.2
24.4,Mist,2.9,1007.0,96.0,27.2,27.2
24.5,Mist,3.1,1007.0,95.0,27.3,27.3
24.6,Mist,3.4,1008.0,95.0,27.5,27.5
24.7,Mist,3.6,1009.0,95.0,27.6,27.6
25.5,Mist,2.9,1009.0,91.0,28.7,28.7
26.2,Overcast,2.2,1010.0,87.0,29.7,29.7
27.0,Overcast,1.4,1010.0,84.0,30.8,30.8
27.9,Overcast,4.2,1009.0,81.0,32.3,32.3
28.8,Light rain shower,7.0,1008.0,78.0,33.8,33.8
29.7,Light rain shower,9.7,1008.0,75.0,35.3,35.3
29.4,Light rain shower,10.8,1007.0,76.0,34.8,34.8
29.1,Light rain shower,11.9,1007.0,77.0,34.3,34.3
28.8,Light rain shower,13.0,1006.0,78.0,33.8,33.8
27.5,Light rain shower,12.5,1007.0,84.0,31.9,31.9
26.2,Moderate or heavy rain shower,12.0,1007.0,89.0,29.9,29.9
24.9,Moderate or heavy rain shower,11.5,1008.0,95.0,28.0,28.0
24.6,Moderate or heavy rain shower,11.3,1008.0,96.0,27.6,27.6
24.3,Light rain shower,11.0,1009.0,96.0,27.2,27.2
24.0,Light rain shower,10.8,1009.0,97.0,26.8,26.8
23.6,Light rain shower,8.3,1009.0,97.0,26.3,26.3
23.3,Mist,5.8,1010.0,97.0,25.9,25.9
24.3,Cloudy,7.9,1008.0,94.0,26.9,26.9
24.3,Cloudy,7.0,1007.0,94.0,26.9,26.9
24.3,Overcast,6.0,1007.0,94.0,27.0,27.0
24.3,Overcast,5.0,1007.0,94.0,27.0,27.0
24.4,Overcast,4.2,1008.0,93.0,27.1,27.1
24.4,Overcast,3.4,1008.0,93.0,27.1,27.1
24.5,Overcast,2.5,1009.0,93.0,27.2,27.2
24.9,Overcast,2.6,1009.0,91.0,27.7,27.7
25.4,Overcast,2.8,1010.0,89.0,28.3,28.3
25.8,Overcast,2.9,1011.0,87.0,28.8,28.8
26.6,Overcast,4.6,1010.0,84.0,30.0,30.0
27.4,Light rain shower,6.2,1009.0,81.0,31.1,31.1
28.2,Light rain shower,7.9,1008.0,77.0,32.3,32.3
28.4,Light rain shower,9.7,1008.0,75.0,32.5,32.5
28.7,Light rain shower,11.5,1007.0,74.0,32.7,32.7
28.9,Light rain shower,13.3,1007.0,72.0,32.9,32.9
27.4,Light rain shower,13.7,1007.0,78.0,30.9,30.9
25.9,Patchy rain possible,14.0,1008.0,85.0,28.9,28.9
24.4,Patchy rain possible,14.4,1008.0,91.0,26.9,26.9
24.1,Patchy rain possible,13.0,1009.0,92.0,26.6,26.6
23.9,Light rain shower,11.5,1009.0,93.0,26.4,26.4
23.6,Light rain shower,10.1,1010.0,95.0,26.1,26.1
23.4,Light rain shower,8.9,1010.0,94.0,25.8,25.8
23.1,Partly cloudy,7.7,1010.0,94.0,25.5,25.5
22.3,Clear,7.6,1009.0,89.0,24.7,24.7
22.1,Clear,7.7,1009.0,90.0,24.6,24.6
21.9,Partly cloudy,7.8,1009.0,90.0,21.9,24.5
21.7,Partly cloudy,7.9,1009.0,91.0,21.7,24.4
21.6,Partly cloudy,7.9,1010.0,92.0,21.6,24.3
21.4,Partly cloudy,7.9,1010.0,93.0,21.4,24.3
21.3,Partly cloudy,7.9,1011.0,94.0,21.3,24.2
22.5,Partly cloudy,7.7,1011.0,88.0,25.1,25.1
23.7,Partly cloudy,7.4,1012.0,83.0,25.9,25.9
24.9,Partly cloudy,7.2,1012.0,77.0,26.8,26.8
27.3,Partly cloudy,8.2,1012.0,70.0,30.1,30.1
29.8,Sunny,9.1,1011.0,63.0,33.4,33.4
32.2,Sunny,10.1,1010.0,56.0,36.7,36.7
32.7,Sunny,10.8,1009.0,53.0,36.8,36.8
33.1,Sunny,11.5,1009.0,49.0,36.9,36.9
33.6,Sunny,12.2,1008.0,46.0,37.0,37.0
32.2,Sunny,10.7,1008.0,49.0,35.1,35.1
30.7,Sunny,9.1,1009.0,53.0,33.1,33.1
29.3,Clear,7.6,1009.0,56.0,31.2,31.2
28.3,Clear,7.2,1009.0,59.0,30.1,30.1
27.3,Clear,6.8,1010.0,62.0,28.9,28.9
26.3,Clear,6.5,1010.0,65.0,27.8,27.8
25.9,Clear,6.1,1010.0,60.0,27.2,27.2
25.6,Clear,5.8,1010.0,55.0,26.6,26.6
23.6,Mist,11.5,1008.0,95.0,26.1,26.1
23.5,Mist,10.9,1008.0,95.0,26.0,26.0
23.4,Mist,10.3,1008.0,95.0,25.9,25.9
23.3,Mist,9.7,1008.0,96.0,25.8,25.8
23.3,Mist,9.6,1008.0,96.0,25.8,25.8
23.4,Mist,9.5,1009.0,96.0,25.9,25.9
23.4,Mist,9.4,1010.0,96.0,25.9,25.9
23.5,Mist,9.4,1010.0,95.0,26.0,26.0
23.7,Overcast,9.4,1011.0,94.0,26.1,26.1
23.8,Overcast,9.4,1011.0,93.0,26.2,26.2
24.1,Overcast,9.0,1011.0,92.0,26.6,26.6
24.4,Patchy rain possible,8.6,1010.0,91.0,26.9,26.9
24.7,Patchy rain possible,8.3,1010.0,90.0,27.3,27.3
24.9,Patchy rain possible,9.2,1009.0,89.0,27.5,27.5
25.0,Overcast,10.2,1009.0,87.0,27.6,27.6
25.2,Overcast,11.2,1008.0,86.0,27.8,27.8
24.9,Overcast,10.0,1008.0,88.0,27.5,27.5
24.6,Cloudy,8.8,1009.0,90.0,27.2,27.2
24.3,Cloudy,7.6,1009.0,92.0,26.9,26.9
24.0,Cloudy,7.6,1010.0,93.0,26.5,26.5
23.6,Partly cloudy,7.6,1010.0,93.0,26.1,26.1
23.3,Partly cloudy,7.6,1010.0,94.0,25.7,25.7
23.4,Partly cloudy,7.1,1010.0,92.0,25.7,25.7
23.4,Clear,6.6,1010.0,89.0,25.6,25.6
23.2,Partly cloudy,5.4,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,4.6,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,3.7,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,2.9,1009.0,91.0,25.5,25.5
23.2,Partly cloudy,2.8,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,2.6,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,2.5,1010.0,91.0,25.5,25.5
24.5,Partly cloudy,4.2,1011.0,84.0,26.8,26.8
25.8,Sunny,5.9,1011.0,77.0,28.1,28.1
27.1,Sunny,7.6,1012.0,70.0,29.4,29.4
29.3,Sunny,8.3,1011.0,63.0,32.3,32.3
31.6,Sunny,9.0,1010.0,56.0,35.3,35.3
33.8,Sunny,9.7,1009.0,49.0,38.2,38.2
33.9,Sunny,10.9,1008.0,48.0,38.0,38.0
34.0,Sunny,12.1,1008.0,46.0,37.8,37.8
34.1,Sunny,13.3,1007.0,45.0,37.6,37.6
32.2,Sunny,12.0,1007.0,49.0,35.0,35.0
30.3,Sunny,10.7,1008.0,53.0,32.5,32.5
28.4,Clear,9.4,1008.0,57.0,29.9,29.9
27.4,Clear,8.3,1008.0,57.0,28.8,28.8
26.5,Clear,7.2,1009.0,58.0,27.7,27.7
25.5,Clear,6.1,1009.0,59.0,26.6,26.6
24.5,Clear,7.4,1009.0,57.0,25.9,25.9
23.4,Clear,8.8,1009.0,55.0,25.3,25.3
26.8,Clear,3.2,1010.0,38.0,26.6,26.6
26.5,Clear,4.0,1010.0,38.0,26.4,26.4
26.2,Clear,4.7,1009.0,38.0,26.1,26.1
25.9,Clear,5.4,1009.0,38.0,25.9,25.9
25.7,Clear,5.6,1010.0,38.0,25.7,25.7
25.4,Clear,5.9,1010.0,37.0,25.5,25.5
25.2,Clear,6.1,1010.0,37.0,25.3,25.3
